timestamp,artist_name,track_title,track_url,plays,likes,reposts,playlist_adds,release_date
2025-10-12 03:08:00,SIO,"SIO
Time",https://audiomack.com/vibeking-sio/song/sio-time-prod-by-afo4doe-master,920000,8620,N/A,5900,"July 1, 2025"
2025-10-12 03:08:04,SIO,"SIO
Money-way-na-lost",https://audiomack.com/vibeking-sio/song/money-way-na-lost,1100000,5640,N/A,9340,"February 20, 2024"
2025-10-12 03:08:07,SIO,"SIO
Blessings",https://audiomack.com/vibeking-sio/song/blessings,1420000,14000,N/A,19400,"March 28, 2025"
2025-10-12 03:08:10,SIO,"SIO
Trouble",https://audiomack.com/vibeking-sio/song/trouble,239000,1790,N/A,2450,"February 20, 2024"
2025-10-12 03:08:14,SIO,"SIO
Oyoyo",https://audiomack.com/vibeking-sio/song/oyoyo,392000,2090,N/A,2690,"July 15, 2023"
2025-10-12 03:08:17,SIO,"SIO
sio __ Barnersville _pro.perfect",https://audiomack.com/vibeking-sio/song/sio-barnersville-properfect,184000,953,N/A,1160,"November 21, 2020"
2025-10-12 03:08:44,Nahj,"Nahj
My Lady",https://audiomack.com/nahj/song/my-lady,1830000,7430,N/A,10700,"September 17, 2025"
2025-10-12 03:08:48,Nahj,"Nahj
She Na Know",https://audiomack.com/nahj/song/she-na-know,905000,5160,N/A,9960,"June 27, 2025"
2025-10-12 03:08:51,Nahj,"Nahj
Stupid Me",https://audiomack.com/nahj/song/stupid-me,626000,4019,N/A,6290,"October 18, 2024"
2025-10-12 03:08:54,Nahj,"Nahj
Stupid Me(Acoustic)",https://audiomack.com/nahj/song/stupid-meacoustic,175000,1640,N/A,3680,"February 14, 2025"
2025-10-12 03:08:57,Nahj,"Nahj
Tha Boi",https://audiomack.com/nahj/song/nahj-tha-boi,31100,225,N/A,108,"March 31, 2023"
2025-10-12 03:09:01,Nahj,"Nahj
Screw You",https://audiomack.com/nahj/song/screw-you,21000,134,N/A,59,"April 26, 2024"
2025-10-12 03:09:04,Nahj,"Nahj
Fearless Freestyle",https://audiomack.com/nahj/song/fearless-freestyle,22500,134,N/A,72,"January 26, 2024"
2025-10-12 03:09:31,Spize,"Spize
Miss You",https://audiomack.com/spizeofficial/song/miss-you,396000,3910,N/A,2250,"August 1, 2025"
2025-10-12 03:09:34,Spize,"Spize
Melo",https://audiomack.com/spizeofficial/song/melo-22,644000,6000,N/A,8900,"June 7, 2024"
2025-10-12 03:09:37,Spize,"Spize
With You",https://audiomack.com/spizeofficial/song/with-you-1,386000,4080,N/A,5850,"August 24, 2024"
2025-10-12 03:09:41,Spize,"Spize
My Side",https://audiomack.com/spizeofficial/song/my-side,867000,6980,N/A,7710,"January 1, 2025"
2025-10-12 03:10:08,Will Flash,"Will Flash
Tell Me",https://audiomack.com/will-flash/song/tell-me,691000,5350,N/A,4130,"June 30, 2025"
2025-10-12 03:10:11,Will Flash,"Will Flash
Single",https://audiomack.com/will-flash/song/single,790000,6400,N/A,6310,"May 9, 2025"
2025-10-12 03:10:15,Will Flash,"Will Flash
My Ex",https://audiomack.com/will-flash/song/my-ex,1440000,11100,N/A,16800,"February 28, 2025"
2025-10-12 03:10:18,Will Flash,"Will Flash
Boil on Dem",https://audiomack.com/will-flash/song/boil-on-dem,131000,929,N/A,2200,"November 15, 2024"
2025-10-12 03:10:22,Will Flash,"Will Flash
Da Your Problem",https://audiomack.com/will-flash/song/da-your-problem,113000,821,N/A,1460,"December 6, 2024"
2025-10-12 03:10:25,Will Flash,"Will Flash
Kilimanjaro",https://audiomack.com/will-flash/song/kilimanjaro-1,84000,910,N/A,1400,"June 14, 2024"
2025-10-12 03:10:28,Will Flash,"Will Flash
Heart and Soul",https://audiomack.com/will-flash/song/heart-and-soul,233000,2780,N/A,6440,"May 31, 2024"
2025-10-12 03:10:31,Will Flash,"Will Flash
WILL FLASH - Congratulations H.E Joseph Boakai Sr",https://audiomack.com/will-flash/song/will-flash-congratulations-he-joseph-boakai-sr,9990,97,N/A,44,"January 12, 2024"
2025-10-12 03:10:34,Will Flash,"Will Flash
Heart and Soul Refix",https://audiomack.com/will-flash/song/heart-and-soul-refix,21600,360,N/A,705,"August 5, 2024"
2025-10-12 03:11:06,STUNN,"STUNN
DIAMONDS (PRESSURE)",https://audiomack.com/stunn/song/688b2e4bea82e,267000,2390,N/A,3520,"July 31, 2025"
2025-10-12 03:11:09,STUNN,"Stunn
David",https://audiomack.com/stunn/song/david-stunn,379000,3140,N/A,6440,"October 25, 2024"
2025-10-12 03:11:12,STUNN,"Stunna
Her Engine Oil",https://audiomack.com/stunn/song/her-engine-oil,156000,566,N/A,1000,"May 22, 2020"
2025-10-12 03:11:16,STUNN,"Stunn
Chop Life",https://audiomack.com/stunn/song/chop-life,291000,2130,N/A,3500,"April 26, 2024"
2025-10-12 03:11:19,STUNN,"Stunna
Addicted",https://audiomack.com/stunn/song/addicted,89400,643,N/A,741,"January 19, 2020"
2025-10-12 03:11:22,STUNN,"Stunna
Oh Lady",https://audiomack.com/stunn/song/oh-lady,58200,482,N/A,561,"November 25, 2019"
2025-10-12 03:11:25,STUNN,"STUNN
BABY O -STUNN",https://audiomack.com/stunn/song/68b2ab5117022,9920,94,N/A,20,"August 30, 2025"
2025-10-12 03:11:29,STUNN,"Stunn
Fly With You",https://audiomack.com/stunn/song/fly-away-stunn-master-v2,99900,1220,N/A,1760,"June 27, 2024"
2025-10-12 03:11:32,STUNN,"Stunn
Medicine",https://audiomack.com/stunn/song/medicine,427000,1370,N/A,2290,"June 16, 2023"
2025-10-12 03:11:35,STUNN,"Stunn
Fallen",https://audiomack.com/stunn/song/fallen,224000,1780,N/A,2690,"November 3, 2023"
2025-10-12 03:11:38,STUNN,"Stunna
Intro",https://audiomack.com/stunn/song/intro,60500,458,N/A,426,"January 19, 2020"
2025-10-12 03:11:42,STUNN,"Stunna
Seh Pay Love",https://audiomack.com/stunn/song/seh-pay-love,39300,341,N/A,546,"January 19, 2020"
2025-10-12 03:11:45,STUNN,"Stunna
Love 2Night",https://audiomack.com/stunn/song/love-2night,50300,433,N/A,511,"January 19, 2020"
2025-10-12 03:11:48,STUNN,"Stunn
Diamonds (Pressure)",https://audiomack.com/stunn/song/diamonds-pressure,4450,74,N/A,18,"August 1, 2025"
2025-10-12 03:11:52,STUNN,"Stunna
What IF",https://audiomack.com/stunn/song/what-if-bucky-raw,34600,324,N/A,464,"January 19, 2020"
2025-10-12 03:11:55,STUNN,"Stunna
When a Woman Loves",https://audiomack.com/stunn/song/when-a-woman-loves-lil-jay-mp3,44000,388,N/A,409,"January 19, 2020"
2025-10-12 03:11:59,STUNN,"Stunna
Slowdown",https://audiomack.com/stunn/song/slowdown,35800,328,N/A,440,"January 19, 2020"
2025-10-12 03:12:02,STUNN,"Stunna
Green Light",https://audiomack.com/stunn/song/green-light,227000,1320,N/A,1240,"November 1, 2023"
2025-10-12 03:12:05,STUNN,"Stunna
Sex Friend",https://audiomack.com/stunn/song/sex-friend-feat-barsee,27200,294,N/A,370,"January 19, 2020"
2025-10-12 03:12:08,STUNN,"Stunna
Why",https://audiomack.com/stunn/song/why,24400,283,N/A,414,"January 19, 2020"
2025-10-12 03:12:12,STUNN,"Stunna
Mela (Melanin)",https://audiomack.com/stunn/song/mela-melanin,25300,283,N/A,405,"January 19, 2020"
2025-10-12 03:12:15,STUNN,"Stunna
It's Over",https://audiomack.com/stunn/song/its-over,29800,331,N/A,416,"January 19, 2020"
2025-10-12 03:12:18,STUNN,"Stunna
Ti Amo",https://audiomack.com/stunn/song/ti-amo,23600,268,N/A,354,"January 19, 2020"
2025-10-12 03:12:22,STUNN,"Stunna
Fire",https://audiomack.com/stunn/song/fire-x-ei,21900,257,N/A,382,"January 19, 2020"
2025-10-12 03:12:25,STUNN,"Stunna
Original Baby",https://audiomack.com/stunn/song/original-baby,30200,333,N/A,483,"January 19, 2020"
2025-10-12 03:12:28,STUNN,"Stunna
Sammy Song",https://audiomack.com/stunn/song/sammy-song,26400,281,N/A,425,"January 19, 2020"
2025-10-12 03:12:31,STUNN,"Stunn
Medicine",https://audiomack.com/stunn/song/medicine-1,2450,18,N/A,15,"June 25, 2023"
