timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-01-02 03:45:13,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,175000,5380000,213000,"Oct 30, 2020",7
2026-01-02 03:46:00,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,28500,4790000,258000,"Dec 27, 2019",7
2026-01-02 03:46:46,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/cb9735d703.webp?width=400,70000,2540000,47300,"Oct 20, 2021",4
2026-01-02 03:47:23,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/d3fa51159a.webp?width=400,76600,4400000,161000,"Dec 1, 2023",10
2026-01-02 03:48:24,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/857fddfe80.webp?width=400,66500,3440000,338000,"Nov 25, 2019",30
2026-01-02 03:50:25,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/e86080d869.webp?width=400,57100,1830000,102000,"Oct 17, 2020",4
2026-01-02 03:51:02,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/4fd9aa58b0.webp?width=400,65099,2630000,37200,"Aug 10, 2023",10
2026-01-02 03:52:03,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/278176366b.webp?width=400,130000,6310000,53100,"Oct 21, 2019",30
2026-01-02 03:54:07,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,67700,2650000,50300,"Aug 27, 2021",12
2026-01-02 03:55:19,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,191000,9570000,162000,"Jul 2, 2020",50
2026-01-02 03:58:32,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/7feb6e989a.webp?width=400,494000,87300000,283000,"Jul 18, 2017",37
2026-01-02 04:01:03,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,215000,12000000,91400,"May 21, 2019",36
2026-01-02 04:03:42,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,219000,11700000,263000,"May 25, 2019",88
2026-01-02 04:08:58,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,106000,3760000,86800,"Jan 12, 2024",27
2026-01-02 04:11:03,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,166000,7150000,129000,"Jun 16, 2020",62
2026-01-02 04:14:51,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/768a6c34c5.webp?width=400,87500,3440000,96000,"Feb 6, 2021",13
2026-01-02 04:16:08,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,118000,5200000,153000,"Mar 9, 2019",58
2026-01-02 04:19:46,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,32900,995000,46500,"Jan 13, 2021",25
2026-01-02 04:21:36,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,46800,1780000,35700,"Jul 2, 2023",30
2026-01-02 04:23:40,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/9b18429b7f.webp?width=400,109000,3770000,81700,"Apr 17, 2023",16
2026-01-02 04:24:58,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/ec6e7433aa.webp?width=400,13700,697000,10300,"Jul 28, 2019",16
2026-01-02 04:26:28,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,89000,5570000,15200,"Feb 10, 2020",59
2026-01-02 04:30:11,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,52700,2020000,143000,"Apr 29, 2019",37
2026-01-02 04:32:39,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,74700,2960000,185000,"Jun 18, 2020",25
2026-01-02 04:34:27,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,88500,3370000,21200,"Aug 4, 2020",15
2026-01-02 04:35:48,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/8076147772.webp?width=400,112000,5580000,26700,"Aug 31, 2019",41
2026-01-02 04:38:28,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,61100,1330000,44100,"Jun 17, 2024",13
2026-01-02 04:39:41,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,155000,8320000,87700,"Jan 21, 2020",34
2026-01-02 04:41:56,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,10800,659000,7080,"Oct 27, 2023",7
2026-01-02 04:42:49,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,96000,4390000,78900,"May 31, 2019",37
