timestamp,artist_name,track_title,track_url,album_art,plays,likes,reposts,playlist_adds,release_date
2026-06-01 07:05:27,SIO,SIOAll Hail,https://audiomack.com/vibeking-sio/song/all-hail,https://i.audiomack.com/vibeking-sio/0f75ec02ba.webp?width=416,216000,3330,N/A,1400,"May 16, 2026"
2026-06-01 07:05:30,SIO,SIOWe know them,https://audiomack.com/vibeking-sio/song/we-know-them,https://i.audiomack.com/vibeking-sio/a436a7ae85.webp?width=416,958000,8430,N/A,7250,"December 10, 2025"
2026-06-01 07:05:34,SIO,SIOMoney-way-na-lost,https://audiomack.com/vibeking-sio/song/money-way-na-lost,https://i.audiomack.com/vibeking-sio/cf8b9ebf08.webp?width=416,1470000,7030,N/A,13600,"February 20, 2024"
2026-06-01 07:05:37,SIO,SIOTime,https://audiomack.com/vibeking-sio/song/sio-time-prod-by-afo4doe-master,https://i.audiomack.com/vibeking-sio/87c653780f.webp?width=416,1340000,10900,N/A,10700,"July 1, 2025"
2026-06-01 07:05:41,SIO,SIOTrouble,https://audiomack.com/vibeking-sio/song/trouble,https://i.audiomack.com/vibeking-sio/cf8b9ebf08.webp?width=416,344000,2440,N/A,3820,"February 20, 2024"
2026-06-01 07:05:44,SIO,SIOOyoyo,https://audiomack.com/vibeking-sio/song/oyoyo,https://i.audiomack.com/vibeking-sio/c1c0ce846e.webp?width=416,464000,2340,N/A,3650,"July 15, 2023"
2026-06-01 07:05:48,SIO,SIOsio __ Barnersville _pro.perfect,https://audiomack.com/vibeking-sio/song/sio-barnersville-properfect,https://i.audiomack.com/bangboi-sio/dc1d125214.webp?width=416,233000,1130,N/A,1720,"November 21, 2020"
2026-06-01 07:06:07,Nahj,NahjMy Lady,https://audiomack.com/nahj/song/my-lady,https://i.audiomack.com/nahj/3967fd4dee.webp?width=416,3320000,18000,N/A,32000,"September 17, 2025"
2026-06-01 07:06:10,Nahj,NahjBig Man Sound,https://audiomack.com/nahj/song/big-man-sound,https://i.audiomack.com/nahj/16ea708e4b.webp?width=416,808000,3400,N/A,9830,"February 25, 2026"
2026-06-01 07:06:13,Nahj,NahjStupid Me,https://audiomack.com/nahj/song/stupid-me,https://i.audiomack.com/nahj_/54eb8c918e.webp?width=416,725000,4560,N/A,7270,"October 18, 2024"
2026-06-01 07:06:16,Nahj,NahjShe Na Know,https://audiomack.com/nahj/song/she-na-know,https://i.audiomack.com/nahj/598c209b88.webp?width=416,997000,6060,N/A,12700,"June 27, 2025"
2026-06-01 07:06:20,Nahj,NahjStupid Me(Acoustic),https://audiomack.com/nahj/song/stupid-meacoustic,https://i.audiomack.com/nahj_/54eb8c918e.webp?width=416,185000,1670,N/A,3860,"February 14, 2025"
2026-06-01 07:06:23,Nahj,NahjTha Boi,https://audiomack.com/nahj/song/nahj-tha-boi,https://i.audiomack.com/nahj46/f4e7fec0db.webp?width=416,39000,267,N/A,173,"March 31, 2023"
2026-06-01 07:06:27,Nahj,NahjScrew You,https://audiomack.com/nahj/song/screw-you,https://i.audiomack.com/nahj_daboi/493d08ba17.webp?width=416,26400,173,N/A,91,"April 26, 2024"
2026-06-01 07:06:30,Nahj,NahjFearless Freestyle,https://audiomack.com/nahj/song/fearless-freestyle,https://i.audiomack.com/nahj231/64d6bc4861.webp?width=416,27600,158,N/A,110,"January 26, 2024"
