timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-06-27 05:57:57,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,3560000,3560000,N/A,N/A,7
2026-06-27 05:58:37,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,6190000,6190000,N/A,N/A,8
2026-06-27 05:59:19,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/776a14fabf.webp?width=400,3840000,3840000,N/A,N/A,6
2026-06-27 05:59:54,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/0868698ca9.webp?width=400,6310000,6310000,N/A,N/A,18
2026-06-27 06:01:13,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/2c2978d1bb.webp?width=400,3930000,3930000,N/A,N/A,30
2026-06-27 06:03:09,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/cd7ddf76fb.webp?width=400,3410000,3410000,N/A,N/A,5
2026-06-27 06:03:41,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/4fd9aa58b0.webp?width=400,3220000,3220000,N/A,N/A,12
2026-06-27 06:04:38,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/6d628ac3c3.webp?width=400,7640000,7640000,N/A,N/A,32
2026-06-27 06:06:43,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,3480000,3480000,N/A,N/A,12
2026-06-27 06:07:42,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,12600000,12600000,N/A,N/A,54
2026-06-27 06:11:09,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/478087521f.webp?width=400,92800000,92800000,N/A,N/A,20
2026-06-27 06:12:36,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,13200000,13200000,N/A,N/A,36
2026-06-27 06:15:05,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,13000000,13000000,N/A,N/A,88
2026-06-27 06:20:35,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,5260000,5260000,N/A,N/A,41
2026-06-27 06:23:19,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,10100000,10100000,N/A,N/A,63
2026-06-27 06:27:19,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/67e50df196.webp?width=400,5230000,5230000,N/A,N/A,15
2026-06-27 06:28:32,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,7160000,7160000,N/A,N/A,63
2026-06-27 06:32:23,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,1380000,1380000,N/A,N/A,36
2026-06-27 06:34:44,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,2009999,2009999,N/A,N/A,31
2026-06-27 06:36:45,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/39c8cabf9d.webp?width=400,4640000,4640000,N/A,N/A,17
2026-06-27 06:37:57,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/e517c23d96.webp?width=400,786000,786000,N/A,N/A,19
2026-06-27 06:39:21,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,5900000,5900000,N/A,N/A,59
2026-06-27 06:43:01,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,2210000,2210000,N/A,N/A,43
2026-06-27 06:45:44,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,4120000,4120000,N/A,N/A,28
2026-06-27 06:47:35,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,3550000,3550000,N/A,N/A,16
2026-06-27 06:48:48,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/d28f984be2.webp?width=400,6150000,6150000,N/A,N/A,36
2026-06-27 06:51:07,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,2150000,2150000,N/A,N/A,14
2026-06-27 06:52:11,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,9580000,9580000,N/A,N/A,36
2026-06-27 06:54:29,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,697000,697000,N/A,N/A,7
2026-06-27 06:55:09,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,5430000,5430000,N/A,N/A,39
