timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2025-11-02 03:19:59,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,141000,4420000,88700,"Oct 30, 2020",6
2025-11-02 03:20:44,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,24100,3970000,314000,"Dec 27, 2019",7
2025-11-02 03:21:32,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/cb9735d703.webp?width=400,63500,2360000,50900,"Oct 20, 2021",4
2025-11-02 03:22:10,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/d3fa51159a.webp?width=400,61000,3650000,77500,"Dec 1, 2023",9
2025-11-02 03:23:08,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/f9e26519d1.webp?width=400,61200,2770000,25700,"Nov 25, 2019",29
2025-11-02 03:25:13,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/e86080d869.webp?width=400,38000,1190000,115000,"Oct 17, 2020",4
2025-11-02 03:25:50,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/4fd9aa58b0.webp?width=400,56700,2410000,53000,"Aug 10, 2023",10
2025-11-02 03:26:52,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/278176366b.webp?width=400,123000,5980000,43100,"Oct 21, 2019",29
2025-11-02 03:28:56,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,60200,2250000,69500,"Aug 27, 2021",12
2025-11-02 03:30:09,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/kingdennis/be8429c880.webp?width=400,165000,8600000,147000,"Jul 2, 2020",49
2025-11-02 03:33:27,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/7feb6e989a.webp?width=400,479000,85700000,231000,"Jul 18, 2017",36
2025-11-02 03:36:00,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,201000,11400000,107000,"May 21, 2019",36
2025-11-02 03:38:47,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,202000,10700000,98400,"May 25, 2019",83
2025-11-02 03:44:00,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c0519712b61dce8984417cc1f68d24d6fe08542abd3ef6197fd83834202a5.jpeg?width=400,91400,3250000,93500,"Jan 12, 2024",25
2025-11-02 03:46:02,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,142000,5650000,66000,"Jun 16, 2020",62
2025-11-02 03:49:59,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/768a6c34c56f831cd6a1ba0e12ae67962705c2765f3510c10c22db23da241d05.jpeg?width=400,70900,2860000,138000,"Feb 6, 2021",13
2025-11-02 03:51:17,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,98300,4270000,64200,"Mar 9, 2019",56
2025-11-02 03:54:55,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/fc867a1e71.webp?width=400,30600,894000,7180,"Jan 13, 2021",24
2025-11-02 03:56:46,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,41200,1620000,46300,"Jul 2, 2023",29
2025-11-02 03:58:52,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/9b18429b7f.webp?width=400,94300,3340000,260000,"Apr 17, 2023",15
2025-11-02 04:00:10,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/ec6e7433aa.webp?width=400,12900,652000,31800,"Jul 28, 2019",16
2025-11-02 04:01:40,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,86700,5450000,12200,"Feb 10, 2020",59
2025-11-02 04:05:37,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,48700,1740000,30400,"Apr 29, 2019",36
2025-11-02 04:08:14,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,57200,2220000,16100,"Jun 18, 2020",23
2025-11-02 04:10:00,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,86000,3290000,24000,"Aug 4, 2020",15
2025-11-02 04:11:23,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/8076147772.webp?width=400,108000,5420000,33600,"Aug 31, 2019",41
2025-11-02 04:14:07,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,49100,1080000,32000,"Jun 17, 2024",13
2025-11-02 04:15:21,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,140000,7860000,74800,"Jan 21, 2020",33
2025-11-02 04:17:37,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,10300,629000,15600,"Oct 27, 2023",7
2025-11-02 04:18:32,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,84500,3760000,56100,"May 31, 2019",37
