timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-04-05 04:41:51,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,212000,6170000,69100,"Oct 30, 2020",7
2026-04-05 04:42:38,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,34200,5910000,138000,"Dec 27, 2019",8
2026-04-05 04:43:28,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/776a14fabf.webp?width=400,84200,3080000,119000,"Oct 20, 2021",6
2026-04-05 04:44:14,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/0868698ca9.webp?width=400,102000,5430000,127000,"Dec 1, 2023",12
2026-04-05 04:45:20,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/857fddfe80.webp?width=400,71200,3770000,28400,"Nov 25, 2019",30
2026-04-05 04:47:23,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/cd7ddf76fb.webp?width=400,93300,2870000,103000,"Oct 17, 2020",14
2026-04-05 04:48:33,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/4fd9aa58b0.webp?width=400,81900,2960000,24000,"Aug 10, 2023",10
2026-04-05 04:49:35,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/278176366b.webp?width=400,139000,6670000,36800,"Oct 21, 2019",31
2026-04-05 04:51:41,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,79100,3110000,32800,"Aug 27, 2021",12
2026-04-05 04:52:55,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,235000,11200000,150000,"Jul 2, 2020",54
2026-04-05 04:56:22,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/7feb6e989a.webp?width=400,509000,81900000,210000,"Jul 18, 2017",35
2026-04-05 04:58:46,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,232000,12600000,55400,"May 21, 2019",36
2026-04-05 05:01:26,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,239000,12600000,74000,"May 25, 2019",88
2026-04-05 05:06:47,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,127000,4510000,119000,"Jan 12, 2024",41
2026-04-05 05:09:39,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,213000,8600000,95900,"Jun 16, 2020",62
2026-04-05 05:13:29,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/768a6c34c5.webp?width=400,118000,4470000,84500,"Feb 6, 2021",14
2026-04-05 05:14:53,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,148000,6240000,62300,"Mar 9, 2019",62
2026-04-05 05:18:45,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,35900,1080000,8830,"Jan 13, 2021",28
2026-04-05 05:20:46,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,51200,1920000,16000,"Jul 2, 2023",30
2026-04-05 05:22:52,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/39c8cabf9d.webp?width=400,131000,4280000,44400,"Apr 17, 2023",16
2026-04-05 05:24:11,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/ec6e7433aa.webp?width=400,14700,758000,12600,"Jul 28, 2019",17
2026-04-05 05:25:51,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,92700,5730000,12700,"Feb 10, 2020",59
2026-04-05 05:29:40,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,56200,2150000,18500,"Apr 29, 2019",41
2026-04-05 05:32:24,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,99100,3710000,57000,"Jun 18, 2020",25
2026-04-05 05:34:14,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,93100,3480000,16600,"Aug 4, 2020",16
2026-04-05 05:35:40,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/d28f984be2.webp?width=400,121000,5960000,41700,"Aug 31, 2019",36
2026-04-05 05:38:06,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,84200,1830000,61700,"Jun 17, 2024",14
2026-04-05 05:39:24,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,174000,8810000,52200,"Jan 21, 2020",35
2026-04-05 05:41:48,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,11100,681000,3890,"Oct 27, 2023",7
2026-04-05 05:42:42,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,109000,4900000,58300,"May 31, 2019",38
