timestamp,artist_name,track_title,track_url,album_art,plays,likes,reposts,playlist_adds,release_date
2026-09-19 07:12:17,SIO,SIONobody Ugly,https://audiomack.com/vibeking-sio/song/nobody-ugly,https://i.audiomack.com/vibeking-sio/3af34ac4ae.webp?width=416,212000,2290,N/A,1760,"August 11, 2026"
2026-09-19 07:12:20,SIO,SIOAll Hail,https://audiomack.com/vibeking-sio/song/all-hail,https://i.audiomack.com/vibeking-sio/0f75ec02ba.webp?width=416,460000,5310,N/A,4180,"May 16, 2026"
2026-09-19 07:12:24,SIO,SIOWe know them,https://audiomack.com/vibeking-sio/song/we-know-them,https://i.audiomack.com/vibeking-sio/a436a7ae85.webp?width=416,1070000,8930,N/A,8380,"December 10, 2025"
2026-09-19 07:12:27,SIO,SIOMoney-way-na-lost,https://audiomack.com/vibeking-sio/song/money-way-na-lost,https://i.audiomack.com/vibeking-sio/cf8b9ebf08.webp?width=416,1560000,7410,N/A,14900,"February 20, 2024"
2026-09-19 07:12:30,SIO,SIOTime,https://audiomack.com/vibeking-sio/song/sio-time-prod-by-afo4doe-master,https://i.audiomack.com/vibeking-sio/87c653780f.webp?width=416,1420000,11300,N/A,11700,"July 1, 2025"
2026-09-19 07:12:33,SIO,SIOTrouble,https://audiomack.com/vibeking-sio/song/trouble,https://i.audiomack.com/vibeking-sio/cf8b9ebf08.webp?width=416,376000,2610,N/A,4320,"February 20, 2024"
2026-09-19 07:12:37,SIO,SIOOyoyo,https://audiomack.com/vibeking-sio/song/oyoyo,https://i.audiomack.com/vibeking-sio/c1c0ce846e.webp?width=416,485000,2430,N/A,3940,"July 15, 2023"
2026-09-19 07:12:40,SIO,SIOsio __ Barnersville _pro.perfect,https://audiomack.com/vibeking-sio/song/sio-barnersville-properfect,https://i.audiomack.com/bangboi-sio/dc1d125214.webp?width=416,246000,1210,N/A,1880,"November 21, 2020"
2026-09-19 07:12:57,Nahj,Nahj9mm,https://audiomack.com/nahj/song/9mm,https://i.audiomack.com/nahj/5446d08abb.webp?width=416,1240000,5310,N/A,10100,"July 29, 2026"
2026-09-19 07:13:00,Nahj,NahjMy Lady,https://audiomack.com/nahj/song/my-lady,https://i.audiomack.com/nahj/3967fd4dee.webp?width=416,3450000,19200,N/A,36100,"September 17, 2025"
2026-09-19 07:13:03,Nahj,NahjBig Man Sound,https://audiomack.com/nahj/song/big-man-sound,https://i.audiomack.com/nahj/16ea708e4b.webp?width=416,862000,3880,N/A,11100,"February 25, 2026"
2026-09-19 07:13:06,Nahj,NahjStupid Me,https://audiomack.com/nahj/song/stupid-me,https://i.audiomack.com/nahj_/54eb8c918e.webp?width=416,754000,4700,N/A,7550,"October 18, 2024"
2026-09-19 07:13:10,Nahj,NahjShe Na Know,https://audiomack.com/nahj/song/she-na-know,https://i.audiomack.com/nahj/598c209b88.webp?width=416,1010000,6130,N/A,13000,"June 27, 2025"
2026-09-19 07:13:13,Nahj,NahjStupid Me(Acoustic),https://audiomack.com/nahj/song/stupid-meacoustic,https://i.audiomack.com/nahj_/54eb8c918e.webp?width=416,188000,1690,N/A,3920,"February 14, 2025"
2026-09-19 07:13:20,Nahj,NahjTha Boi,https://audiomack.com/nahj/song/nahj-tha-boi,https://i.audiomack.com/nahj46/f4e7fec0db.webp?width=416,41100,295,N/A,180,"March 31, 2023"
2026-09-19 07:13:23,Nahj,NahjScrew You,https://audiomack.com/nahj/song/screw-you,https://i.audiomack.com/nahj_daboi/493d08ba17.webp?width=416,27900,189,N/A,99,"April 26, 2024"
2026-09-19 07:13:26,Nahj,NahjFearless Freestyle,https://audiomack.com/nahj/song/fearless-freestyle,https://i.audiomack.com/nahj231/64d6bc4861.webp?width=416,29200,174,N/A,154,"January 26, 2024"
2026-09-19 07:13:43,Spize,SpizeThey Dunno,https://audiomack.com/spizeofficial/song/they-dont-know-official-audiowav,https://i.audiomack.com/spizeofficial/02b23f3da7.webp?width=416,927000,5530,N/A,9400,"July 10, 2026"
2026-09-19 07:13:47,Spize,SpizeHallelujah,https://audiomack.com/spizeofficial/song/spize-halleluu-ms-01-wav,https://i.audiomack.com/spizeofficial/02b23f3da7.webp?width=416,352000,3010,N/A,2660,"July 10, 2026"
