timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-06-14 06:47:03,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,3469914,3469914,N/A,N/A,7
2026-06-14 06:47:42,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,6160506,6160506,N/A,N/A,8
2026-06-14 06:48:26,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/776a14fabf.webp?width=400,3785606,3785606,N/A,N/A,6
2026-06-14 06:49:00,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/0868698ca9.webp?width=400,6199038,6199038,N/A,N/A,18
2026-06-14 06:50:17,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/857fddfe80.webp?width=400,3911158,3911158,N/A,N/A,30
2026-06-14 06:52:14,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/cd7ddf76fb.webp?width=400,3327474,3327474,N/A,N/A,4
2026-06-14 06:52:42,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/4fd9aa58b0.webp?width=400,3168818,3168818,N/A,N/A,11
2026-06-14 06:53:36,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/6d628ac3c3.webp?width=400,7592392,7592392,N/A,N/A,32
2026-06-14 06:55:40,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,3424662,3424662,N/A,N/A,12
2026-06-14 06:56:38,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,12503580,12503580,N/A,N/A,54
2026-06-14 07:00:00,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/478087521f.webp?width=400,92467131,92467131,N/A,N/A,38
2026-06-14 07:02:28,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,13078979,13078979,N/A,N/A,36
2026-06-14 07:04:56,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,12963254,12963254,N/A,N/A,88
2026-06-14 07:10:22,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,5165888,5165888,N/A,N/A,41
2026-06-14 07:13:03,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,9949445,9949445,N/A,N/A,62
2026-06-14 07:16:48,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/67e50df196.webp?width=400,5153728,5153728,N/A,N/A,15
2026-06-14 07:18:00,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,7057742,7057742,N/A,N/A,63
2026-06-14 07:21:50,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,1361403,1361403,N/A,N/A,36
2026-06-14 07:24:09,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,2000991,2000991,N/A,N/A,31
2026-06-14 07:26:08,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/39c8cabf9d.webp?width=400,4462338,4462338,N/A,N/A,16
2026-06-14 07:27:17,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/e517c23d96.webp?width=400,783814,783814,N/A,N/A,18
2026-06-14 07:28:37,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,5873694,5873694,N/A,N/A,59
2026-06-14 07:32:15,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,2203407,2203407,N/A,N/A,43
2026-06-14 07:34:56,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,4053893,4053893,N/A,N/A,27
2026-06-14 07:36:42,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,3542183,3542183,N/A,N/A,16
2026-06-14 07:37:55,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/d28f984be2.webp?width=400,6129468,6129468,N/A,N/A,36
2026-06-14 07:40:12,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,2110974,2110974,N/A,N/A,14
2026-06-14 07:41:17,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,9416783,9416783,N/A,N/A,36
2026-06-14 07:43:34,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,694886,694886,N/A,N/A,7
2026-06-14 07:44:14,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,5374638,5374638,N/A,N/A,39
