timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-01-10 03:29:04,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,179000,5500000,227000,"Oct 30, 2020",7
2026-01-10 03:29:53,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj_/b58976d0d8.webp?width=400,28900,4840000,257000,"Dec 27, 2019",7
2026-01-10 03:30:40,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/cb9735d703.webp?width=400,70800,2560000,43900,"Oct 20, 2021",4
2026-01-10 03:31:18,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/d3fa51159a.webp?width=400,79000,4460000,123000,"Dec 1, 2023",10
2026-01-10 03:32:20,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/857fddfe80.webp?width=400,67000,3500000,207000,"Nov 25, 2019",30
2026-01-10 03:34:24,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/e86080d869.webp?width=400,59600,1880000,99200,"Oct 17, 2020",4
2026-01-10 03:35:01,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/4fd9aa58b0.webp?width=400,67500,2670000,38200,"Aug 10, 2023",10
2026-01-10 03:36:02,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/278176366b.webp?width=400,130000,6340000,50500,"Oct 21, 2019",30
2026-01-10 03:38:07,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,68800,2700000,50000,"Aug 27, 2021",12
2026-01-10 03:39:20,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,195000,9740000,187000,"Jul 2, 2020",50
2026-01-10 03:42:37,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/7feb6e989a.webp?width=400,496000,87400000,276000,"Jul 18, 2017",37
2026-01-10 03:45:11,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,217000,12100000,90500,"May 21, 2019",36
2026-01-10 03:47:53,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,222000,11900000,214000,"May 25, 2019",88
2026-01-10 03:53:18,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,108000,3820000,80300,"Jan 12, 2024",27
2026-01-10 03:55:26,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,170000,7300000,134000,"Jun 16, 2020",62
2026-01-10 03:59:19,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/768a6c34c5.webp?width=400,89800,3490000,92600,"Feb 6, 2021",13
2026-01-10 04:00:38,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,121000,5350000,167000,"Mar 9, 2019",58
2026-01-10 04:04:22,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,33100,1000000,35800,"Jan 13, 2021",25
2026-01-10 04:06:14,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,47500,1800000,35900,"Jul 2, 2023",30
2026-01-10 04:08:21,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/a56f5b7ee0.webp?width=400,112000,3870000,110000,"Apr 17, 2023",16
2026-01-10 04:09:41,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/ec6e7433aa.webp?width=400,13800,700000,9490,"Jul 28, 2019",16
2026-01-10 04:11:10,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,89400,5580000,14900,"Feb 10, 2020",59
2026-01-10 04:14:59,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,53200,2040000,89700,"Apr 29, 2019",37
2026-01-10 04:17:34,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,79100,3110000,210000,"Jun 18, 2020",25
2026-01-10 04:19:25,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,88800,3380000,20400,"Aug 4, 2020",15
2026-01-10 04:20:49,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/8076147772.webp?width=400,112000,5600000,26500,"Aug 31, 2019",41
2026-01-10 04:23:33,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,62700,1360000,44100,"Jun 17, 2024",13
2026-01-10 04:24:47,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,158000,8369999,88500,"Jan 21, 2020",34
2026-01-10 04:27:09,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,10800,661000,6680,"Oct 27, 2023",7
2026-01-10 04:28:04,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,97200,4440000,77000,"May 31, 2019",37
