timestamp,artist_name,url,followers,total_plays,top_tracks_count,top_tracks
2025-09-30 19:29:22,SIO,https://audiomack.com/vibeking-sio,131000,116000,3,"[{""position"": 1, ""title"": ""Time"", ""plays"": ""N/A"", ""url"": ""/vibeking-sio/song/time""}, {""position"": 2, ""title"": ""Blessings"", ""plays"": ""N/A"", ""url"": ""/vibeking-sio/song/blessings""}]"
